lista_num,lista_nome,candidato_sindaco_num,candidato_sindaco_nome,candidato_num,candidato_nome,cifra_individuale,preferenze
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,1,"ALESSANDRINI ALEXANDRA, NAOMI",1728,42
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,11,del VESCOVO MARIA CRISTINA ( detta CRISTINA),1723,37
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,23,STOIA LUCREZIA (detta EZIA),1720,34
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,7,CAPPELLUTI MARIA,1717,31
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,17,MANCINI ALESSANDRA,1713,27
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,4,BARILE ARCANGELA (detta ANGELA),1712,26
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,14,GRIECO ANNA LORENA (detta LORENA),1703,17
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,12,DIAMANTE FRANCESCO,1701,15
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,2,AMATO ELIANA,1700,14
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,8,CATALANO DANIELE,1695,9
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,6,BRATTOLI ISABELLA (detta ISA),1693,7
22,ALA DEMOCRATICA,4,MINERVINI TOMMASO,5,BELLIFEMINE ANTONELLA,1690,4
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,14,PETRUZZELLI ANNALISA (detta ANNALISA),2497,514
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,17,SALVEMINI GIACOMO,2337,354
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,3,CAPURSO ANNA,2192,209
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,15,PICCA COSIMO DAMIANO,2145,162
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,20,SGHERZA GIANNA,2140,157
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,7,de CANDIA FELICIA (detta LICIA),2120,137
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,8,de CEGLIA VITO,2096,113
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,22,SQUEO ROBERTO,2095,112
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,1,ANDRIANI ANTONIO,2078,95
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,23,TAMMACCO SAVERIO,2059,76
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,21,SIGRISI FILIPPO,2048,65
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,16,PORCELLI OTTAVIA (detta KATIA),2042,59
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,10,FIORE VALENTINA,2041,58
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,11,la FORGIA NICOLA,2041,58
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,18,SANCILIO FRANCESCO,2038,55
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,24,TOTORIZZO GIUSEPPE,2034,51
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,13,PETRUZZELLA GIULIO,2032,49
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,9,de GIOIA MARIA DOMENICA (detta DOMINGA),2025,42
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,12,LUCIANI NIKYTA,2013,30
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,6,DE BARTOLO ANGELA,2002,19
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,2,BARILE NATALE GERARDO (detto LILLINO),1996,13
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,5,d'AMATO LICIA,1994,11
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,19,SCIANCALEPORE TERESA,1993,10
23,INSIEME PER LA CITTA',4,MINERVINI TOMMASO,4,CIANI PAOLA ISABELLA,1985,2
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,9,de CANDIA SERGIO,1694,644
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,12,de PALMA FRANCESCA,1523,473
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,16,MAGARELLI MARIA VINCENZA (detta ENZA),1363,313
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,3,BUFI GIOVANNI (detto GIANNI),1289,239
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,2,ALTAMURA GIACOMO,1073,23
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,8,DE ANGELIS ANTONIO,1066,16
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,13,DI LIDDO ANGELA,1066,16
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,22,SAMARELLI ILARIO,1063,13
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,10,de GENNARO ALESSIA MARIA,1062,12
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,7,d'AGOSTINO SERGIO,1061,11
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,11,de GENNARO DOMENICO (detto NICO),1060,10
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,14,GADALETA LUCREZIA,1058,8
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,23,ZINGARELLI MARCO GIUSEPPE,1057,7
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,21,SALVEMINI GIOVANNA,1056,6
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,17,MASTROPIERRO GIUSEPPE,1055,5
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,4,CANESSA DANIELA MARIA AGOSTINA,1054,4
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,5,CAPURSI GIOVANNI,1054,4
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,15,la GRASTA VINCENZA,1053,3
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,18,MINERVINI MARIA 2,1053,3
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,20,RIZZI MICHELE,1052,2
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,6,CIPRIANI GAETANA,1051,1
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,1,ALBANESE GIUSEPPA ANTONIA,1050,0
24,MOLFETTA CHE VOGLIAMO,4,MINERVINI TOMMASO,19,PALMIOTTO NUNZIA,1050,0
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,2,ANCONA ANTONIO,1435,403
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,17,LEZOCHE LOREDANA (detta LORI),1277,245
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,3,ANNESE MARIA PIA,1176,144
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,10,de MARCO VALERIA,1152,120
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,12,DRAGO ANTONIO,1117,85
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,18,MAGGIALETTI ROBERTO,1107,75
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,20,PETRUZZELLA DOMENICO (detto MIMMO),1100,68
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,1,ALESSANDRINI ANGELA MARIA DEL S. (detta ANGELA),1088,56
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,6,CARUSO ANDREA,1067,35
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,5,CARBONE STEFANO,1061,29
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,9,de BARI ROSALBA,1060,28
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,13,FIORENTINO MARA GAETANA,1059,27
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,14,GERMINARIO GIUSEPPE,1058,26
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,22,SGHERZA CARLA,1054,22
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,8,CIRILLO GIOVANNI,1053,21
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,11,DI CARNE DAVIDE,1049,17
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,7,CIANNAMEA ELISABETTA,1047,15
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,21,RIZZI SERGIO,1043,11
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,16,LAMESTA STEFANIA,1040,8
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,24,SPADAVECCHIA MARIANTONIETTA,1039,7
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,23,SQUEO CHIARA,1036,4
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,15,la MASTRA GIUSEPPE,1033,1
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,4,BUX ANTONELLO,1032,0
25,MOLFETTA IN AZIONE,4,MINERVINI TOMMASO,19,PENNUZZI GIULIA,1032,0
